Time,EGM Signal 1,EGM Signal 2
245,191.0,1719.0
246,226.0,1130.0
247,190.0,0.0
248,228.0,0.0
249,188.0,1128.0
250,230.0,690.0
251,187.0,0.0
252,232.0,1392.0
253,186.0,0.0
254,233.0,699.0
255,185.0,1480.0
256,232.0,928.0
257,184.0,552.0
258,229.0,458.0
259,184.0,736.0
260,224.0,1568.0
261,183.0,183.0
262,219.0,1971.0
263,182.0,728.0
264,214.0,1498.0
265,181.0,0.0
266,206.0,1648.0
267,183.0,732.0
268,200.0,600.0
269,190.0,1140.0
270,200.0,400.0
271,198.0,1386.0
272,199.0,1791.0
273,231.0,231.0
274,140.0,420.0
275,215.0,1505.0
276,148.0,592.0
277,204.0,0.0
278,160.0,480.0
279,194.0,1746.0
280,173.0,1384.0
281,184.0,552.0
282,189.0,378.0
283,174.0,870.0
284,204.0,816.0
285,165.0,165.0
286,220.0,440.0
287,158.0,790.0
288,235.0,235.0
289,153.0,1224.0
290,247.0,741.0
291,150.0,1050.0
292,255.0,765.0
293,147.0,882.0
294,260.0,0.0
295,145.0,725.0
296,263.0,789.0
297,144.0,0.0
298,264.0,264.0
299,143.0,1144.0
300,261.0,2349.0
301,142.0,426.0
302,257.0,257.0
303,140.0,0.0
304,252.0,504.0
305,139.0,139.0
306,244.0,0.0
307,139.0,0.0
308,232.0,1624.0
309,140.0,140.0
310,215.0,645.0
311,148.0,1184.0
312,204.0,1632.0
313,159.0,954.0
314,194.0,0.0
315,173.0,0.0
316,184.0,184.0
317,189.0,945.0
318,174.0,348.0
319,205.0,1025.0
320,165.0,1320.0
321,221.0,884.0
322,158.0,474.0
323,237.0,1422.0
324,153.0,765.0
325,248.0,992.0
326,150.0,900.0
327,255.0,2295.0
328,147.0,588.0
329,261.0,2088.0
330,145.0,580.0
331,263.0,1841.0
332,144.0,144.0
333,264.0,0.0
334,143.0,143.0
335,261.0,261.0
336,141.0,1128.0
337,257.0,1028.0
338,140.0,0.0
339,251.0,1757.0
340,139.0,834.0
341,244.0,976.0
342,139.0,278.0
343,232.0,0.0
344,140.0,1260.0
345,216.0,432.0
346,148.0,444.0
347,204.0,1632.0
348,159.0,477.0
349,193.0,1158.0
350,173.0,173.0
351,184.0,1104.0
352,189.0,567.0
353,173.0,692.0
354,206.0,0.0
355,164.0,820.0
356,222.0,1776.0
357,158.0,1422.0
358,237.0,237.0
359,153.0,612.0
360,247.0,494.0
361,149.0,298.0
362,256.0,768.0
363,146.0,292.0
364,261.0,1566.0
365,145.0,725.0
366,264.0,1848.0
367,144.0,432.0
368,264.0,1848.0
369,142.0,568.0
370,262.0,524.0
371,141.0,282.0
372,257.0,1542.0
373,140.0,1120.0
374,251.0,2008.0
375,139.0,1251.0
376,243.0,2187.0
377,138.0,414.0
378,231.0,924.0
379,140.0,1120.0
380,215.0,1505.0
381,148.0,0.0
382,204.0,612.0
383,160.0,1440.0
384,194.0,0.0
385,174.0,348.0
386,183.0,549.0
387,191.0,764.0
388,172.0,1204.0
389,207.0,1863.0
390,164.0,0.0
391,222.0,0.0
392,157.0,0.0
393,238.0,1666.0
394,153.0,1377.0
395,248.0,248.0
396,149.0,894.0
397,256.0,2304.0
398,147.0,1029.0
399,261.0,522.0
400,145.0,580.0
401,263.0,789.0
402,144.0,1152.0
403,264.0,2376.0
404,142.0,284.0
405,261.0,0.0
406,141.0,987.0
407,256.0,1536.0
408,140.0,0.0
409,251.0,251.0
410,139.0,834.0
411,243.0,729.0
412,138.0,276.0
413,230.0,1840.0
414,141.0,282.0
415,214.0,1498.0
416,149.0,894.0
417,203.0,609.0
418,160.0,640.0
419,193.0,0.0
420,173.0,692.0
421,183.0,366.0
422,190.0,1330.0
423,173.0,346.0
424,206.0,618.0
425,164.0,1148.0
426,222.0,1332.0
427,157.0,471.0
428,238.0,1904.0
429,153.0,1224.0
430,248.0,1240.0
431,149.0,1192.0
432,256.0,2304.0
433,147.0,147.0
434,261.0,1305.0
435,145.0,1160.0
436,264.0,1320.0
437,144.0,1008.0
438,264.0,1056.0
439,142.0,852.0
440,261.0,1827.0
441,141.0,282.0
442,257.0,1028.0
443,140.0,140.0
444,251.0,753.0
445,139.0,556.0
446,243.0,486.0
447,138.0,1242.0
448,231.0,462.0
449,141.0,564.0
450,214.0,0.0
451,149.0,894.0
452,204.0,816.0
453,160.0,800.0
454,193.0,386.0
455,174.0,870.0
456,183.0,1464.0
457,191.0,191.0
458,172.0,1376.0
459,207.0,1242.0
460,164.0,1148.0
461,223.0,1561.0
462,157.0,1256.0
463,238.0,1428.0
464,153.0,1377.0
465,249.0,1743.0
466,149.0,1192.0
467,257.0,771.0
468,147.0,147.0
469,261.0,1827.0
470,145.0,290.0
471,264.0,1848.0
472,144.0,1152.0
473,264.0,264.0
474,142.0,710.0
475,261.0,261.0
476,141.0,0.0
477,256.0,768.0
478,140.0,280.0
479,250.0,750.0
480,139.0,0.0
481,242.0,1694.0
482,139.0,695.0
483,229.0,687.0
484,142.0,1278.0
485,214.0,856.0
486,150.0,1200.0
487,203.0,812.0
488,161.0,805.0
489,192.0,384.0
490,175.0,175.0
491,182.0,546.0
492,192.0,1728.0
493,172.0,1548.0
494,207.0,0.0
495,164.0,656.0
496,224.0,1120.0
497,157.0,1413.0
498,239.0,717.0
499,152.0,0.0
500,249.0,1992.0
501,149.0,1043.0
502,257.0,771.0
503,146.0,0.0
504,262.0,786.0
505,145.0,0.0
506,264.0,1056.0
507,143.0,1144.0
508,264.0,528.0
509,142.0,426.0
510,261.0,2349.0
511,141.0,0.0
512,256.0,1536.0
513,140.0,560.0
514,250.0,1250.0
515,139.0,834.0
516,242.0,968.0
517,138.0,690.0
518,228.0,684.0
519,142.0,710.0
520,213.0,1278.0
521,150.0,1200.0
522,202.0,1414.0
523,162.0,486.0
524,192.0,1152.0
525,176.0,1056.0
526,182.0,0.0
527,193.0,772.0
528,171.0,684.0
529,209.0,418.0
530,163.0,978.0
531,225.0,1350.0
532,157.0,471.0
533,240.0,1200.0
534,152.0,1216.0
535,250.0,2250.0
536,149.0,1192.0
537,257.0,1799.0
538,147.0,294.0
539,261.0,1566.0
540,145.0,1160.0
541,264.0,2376.0
542,144.0,864.0
543,264.0,1848.0
544,143.0,572.0
545,260.0,520.0
546,141.0,423.0
547,255.0,1020.0
548,141.0,1128.0
549,249.0,747.0
550,140.0,560.0
551,240.0,0.0
552,139.0,556.0
553,227.0,454.0
554,143.0,0.0
555,212.0,212.0
556,151.0,1359.0
557,201.0,0.0
558,163.0,489.0
559,191.0,764.0
560,178.0,534.0
561,181.0,181.0
562,194.0,388.0
563,171.0,171.0
564,210.0,210.0
565,163.0,0.0
566,225.0,0.0
567,157.0,0.0
568,240.0,960.0
569,153.0,0.0
570,250.0,2250.0
571,149.0,894.0
572,257.0,514.0
573,147.0,1323.0
574,262.0,1310.0
575,145.0,1015.0
576,264.0,1584.0
577,144.0,1008.0
578,264.0,2112.0
579,143.0,143.0
580,260.0,2340.0
581,141.0,141.0
582,256.0,1536.0
583,140.0,280.0
584,249.0,747.0
585,140.0,560.0
586,240.0,720.0
587,138.0,0.0
588,226.0,1808.0
589,143.0,572.0
590,211.0,1688.0
591,152.0,760.0
592,201.0,402.0
593,164.0,0.0
594,191.0,764.0
595,179.0,1074.0
596,181.0,181.0
597,195.0,585.0
598,171.0,171.0
599,210.0,630.0
600,163.0,978.0
601,226.0,1582.0
602,157.0,314.0
603,241.0,1687.0
604,152.0,0.0
605,250.0,1750.0
606,149.0,894.0
607,258.0,774.0
608,146.0,292.0
609,262.0,2358.0
610,145.0,870.0
611,264.0,0.0
612,144.0,864.0
613,263.0,789.0
614,142.0,852.0
615,260.0,260.0
616,141.0,423.0
617,255.0,1020.0
618,140.0,840.0
619,249.0,1992.0
620,139.0,695.0
621,240.0,720.0
622,138.0,414.0
623,225.0,675.0
624,144.0,576.0
625,211.0,211.0
626,153.0,1224.0
627,199.0,1393.0
628,165.0,1320.0
629,190.0,190.0
630,180.0,1080.0
631,180.0,360.0
632,197.0,1182.0
633,170.0,170.0
634,212.0,424.0
635,162.0,0.0
636,229.0,229.0
637,156.0,468.0
638,242.0,1694.0
639,152.0,608.0
640,251.0,2008.0
641,148.0,740.0
642,258.0,1806.0
643,146.0,584.0
644,262.0,524.0
645,145.0,1305.0
646,265.0,0.0
647,143.0,1001.0
648,263.0,1052.0
649,142.0,284.0
650,260.0,0.0
651,141.0,1128.0
652,255.0,0.0
653,140.0,420.0
654,248.0,1736.0
655,139.0,1251.0
656,238.0,0.0
657,138.0,1104.0
658,224.0,0.0
659,145.0,725.0
660,209.0,1881.0
661,155.0,1085.0
662,199.0,0.0
663,167.0,668.0
664,189.0,945.0
665,183.0,366.0
666,178.0,890.0
667,199.0,398.0
668,168.0,840.0
669,215.0,1075.0
670,161.0,483.0
671,231.0,1386.0
672,155.0,775.0
673,244.0,1464.0
674,151.0,604.0
675,253.0,253.0
676,148.0,296.0
677,259.0,0.0
678,146.0,584.0
679,263.0,263.0
680,145.0,725.0
681,265.0,795.0
682,143.0,715.0
683,263.0,263.0
684,142.0,852.0
685,259.0,1036.0
686,141.0,282.0
687,254.0,762.0
688,140.0,560.0
689,247.0,2223.0
690,140.0,1260.0
691,237.0,1422.0
692,139.0,1251.0
693,222.0,1110.0
694,145.0,435.0
695,209.0,418.0
696,155.0,155.0
697,198.0,1188.0
698,168.0,1512.0
699,188.0,1316.0
700,185.0,1665.0
701,177.0,531.0
702,201.0,1206.0
703,168.0,168.0
704,216.0,1296.0
705,161.0,483.0
706,232.0,1624.0
707,155.0,1085.0
708,245.0,980.0
709,151.0,453.0
710,253.0,506.0
711,148.0,444.0
712,259.0,259.0
713,146.0,438.0
714,263.0,2367.0
715,145.0,1015.0
716,265.0,1060.0
717,144.0,720.0
718,263.0,0.0
719,142.0,994.0
720,259.0,0.0
721,141.0,423.0
722,254.0,762.0
723,140.0,980.0
724,247.0,494.0
725,139.0,278.0
726,237.0,237.0
727,139.0,1251.0
728,221.0,1768.0
729,146.0,584.0
730,208.0,1456.0
731,157.0,785.0
732,198.0,1188.0
733,169.0,1183.0
734,188.0,1128.0
735,185.0,370.0
736,178.0,534.0
737,201.0,1407.0
738,168.0,504.0
739,217.0,1302.0
740,161.0,1288.0
741,233.0,2097.0
742,156.0,936.0
743,245.0,2205.0
744,151.0,906.0
745,254.0,508.0
746,149.0,894.0
747,260.0,780.0
748,146.0,146.0
749,263.0,1315.0
750,145.0,580.0
751,265.0,1325.0
752,144.0,1152.0
753,263.0,2104.0
754,142.0,568.0
755,259.0,1295.0
756,141.0,1269.0
757,253.0,759.0
758,140.0,1120.0
759,246.0,1476.0
760,139.0,278.0
761,236.0,1652.0
762,139.0,834.0
763,221.0,1547.0
764,261.0,2088.0
765,155.0,1085.0
766,255.0,0.0
767,155.0,155.0
768,246.0,0.0
769,153.0,306.0
770,233.0,466.0
771,159.0,1431.0
772,221.0,1547.0
773,168.0,336.0
774,212.0,0.0
775,179.0,1432.0
776,204.0,1836.0
777,193.0,386.0
778,195.0,195.0
779,207.0,1449.0
780,186.0,0.0
781,222.0,1110.0
782,179.0,895.0
783,236.0,236.0
784,174.0,1392.0
785,248.0,248.0
786,169.0,1183.0
787,256.0,1024.0
788,166.0,1494.0
789,263.0,1052.0
790,163.0,163.0
791,268.0,804.0
792,161.0,0.0
793,271.0,813.0
794,160.0,0.0
795,271.0,1626.0
796,159.0,1272.0
797,268.0,268.0
798,157.0,157.0
799,263.0,2367.0
800,156.0,936.0
801,258.0,2322.0
802,155.0,1085.0
803,251.0,502.0
804,154.0,1232.0
805,240.0,1680.0
806,156.0,468.0
807,226.0,2034.0
808,163.0,163.0
809,216.0,648.0
810,174.0,522.0
811,208.0,624.0
812,186.0,1674.0
813,199.0,199.0
814,201.0,0.0
815,191.0,191.0
816,215.0,1290.0
817,183.0,549.0
818,229.0,229.0
819,177.0,1416.0
820,243.0,243.0
821,172.0,860.0
822,254.0,2286.0
823,168.0,168.0
824,260.0,2340.0
825,164.0,1312.0
826,266.0,798.0
827,162.0,1296.0
828,270.0,0.0
829,161.0,1449.0
830,271.0,1355.0
831,159.0,636.0
832,269.0,538.0
833,158.0,1422.0
834,265.0,2385.0
835,156.0,1092.0
836,260.0,1040.0
837,155.0,620.0
838,254.0,0.0
839,154.0,1232.0
840,245.0,735.0
841,153.0,765.0
842,232.0,232.0
843,159.0,795.0
844,220.0,1100.0
845,169.0,1183.0
846,211.0,633.0
847,180.0,1620.0
848,203.0,1421.0
849,195.0,1170.0
850,194.0,582.0
851,209.0,1254.0
852,186.0,186.0
853,223.0,0.0
854,179.0,1611.0
855,237.0,1896.0
856,174.0,348.0
857,249.0,249.0
858,170.0,850.0
859,257.0,1285.0
860,166.0,166.0
861,263.0,1578.0
862,163.0,1141.0
863,268.0,1340.0
864,162.0,486.0
865,271.0,2168.0
866,160.0,800.0
867,270.0,1890.0
868,159.0,795.0
869,267.0,2136.0
870,157.0,942.0
871,263.0,1841.0
872,156.0,1092.0
873,257.0,0.0
874,155.0,155.0
875,250.0,2000.0
876,154.0,308.0
877,239.0,2151.0
878,156.0,1248.0
879,225.0,225.0
880,164.0,1312.0
881,216.0,648.0
882,174.0,1566.0
883,208.0,832.0
884,187.0,187.0
885,199.0,597.0
886,202.0,1818.0
887,190.0,570.0
888,216.0,1944.0
889,182.0,364.0
890,231.0,693.0
891,177.0,354.0
892,243.0,1944.0
893,171.0,855.0
894,254.0,1778.0
895,168.0,504.0
896,260.0,0.0
897,165.0,1320.0
898,266.0,2128.0
899,162.0,810.0
900,270.0,270.0
901,161.0,805.0
902,271.0,1897.0
903,159.0,1431.0
904,269.0,807.0
905,158.0,948.0
906,265.0,2385.0
907,156.0,1248.0
908,260.0,780.0
909,155.0,0.0
910,254.0,254.0
911,155.0,1085.0
912,245.0,245.0
913,154.0,0.0
914,232.0,464.0
915,159.0,1431.0
916,220.0,1540.0
917,169.0,845.0
918,211.0,844.0
919,180.0,360.0
920,204.0,612.0
921,194.0,388.0
922,195.0,780.0
923,209.0,418.0
924,186.0,0.0
925,223.0,1338.0
926,179.0,358.0
927,236.0,1416.0
928,174.0,696.0
929,248.0,1736.0
930,170.0,510.0
931,257.0,257.0
932,166.0,166.0
933,263.0,1315.0
934,163.0,652.0
935,268.0,2144.0
936,162.0,1458.0
937,270.0,810.0
938,160.0,320.0
939,271.0,1626.0
940,158.0,790.0
941,268.0,1876.0
942,157.0,1256.0
943,263.0,0.0
944,156.0,156.0
945,257.0,771.0
946,155.0,775.0
947,250.0,1250.0
948,154.0,770.0
949,240.0,240.0
950,156.0,312.0
951,225.0,1350.0
952,163.0,163.0
953,216.0,432.0
954,174.0,1566.0
955,207.0,828.0
956,186.0,1488.0
957,199.0,995.0
958,201.0,0.0
959,190.0,570.0
960,215.0,430.0
961,183.0,183.0
962,230.0,920.0
963,176.0,176.0
964,243.0,486.0
965,172.0,860.0
966,253.0,506.0
967,168.0,336.0
968,260.0,1300.0
969,165.0,825.0
970,266.0,266.0
971,163.0,163.0
972,270.0,540.0
973,161.0,0.0
974,271.0,1084.0
975,160.0,1440.0
976,270.0,1350.0
977,158.0,0.0
978,265.0,2385.0
979,156.0,312.0
980,260.0,1040.0
981,156.0,1248.0
982,254.0,254.0
983,155.0,310.0
984,245.0,2205.0
985,154.0,1232.0
986,231.0,1386.0
987,160.0,480.0
988,219.0,1971.0
989,169.0,845.0
990,211.0,1055.0
991,181.0,1448.0
992,203.0,1218.0
993,195.0,1560.0
994,194.0,0.0
995,210.0,1260.0
996,186.0,744.0
997,224.0,224.0
998,179.0,0.0
999,238.0,1904.0
