Time,EGM Signal 1,EGM Signal 2
268,188.0,376.0
269,235.0,0.0
270,187.0,1309.0
271,234.0,1170.0
272,187.0,374.0
273,230.0,0.0
274,186.0,1488.0
275,226.0,0.0
276,185.0,1295.0
277,221.0,0.0
278,185.0,1480.0
279,215.0,645.0
280,184.0,184.0
281,208.0,1664.0
282,188.0,376.0
283,202.0,0.0
284,194.0,582.0
285,201.0,603.0
286,202.0,1818.0
287,200.0,400.0
288,208.0,208.0
289,199.0,597.0
290,214.0,1070.0
291,197.0,394.0
292,218.0,218.0
293,195.0,780.0
294,222.0,1998.0
295,193.0,965.0
296,226.0,226.0
297,192.0,1536.0
298,228.0,2052.0
299,190.0,190.0
300,231.0,1848.0
301,189.0,1323.0
302,233.0,699.0
303,188.0,1316.0
304,234.0,2106.0
305,187.0,935.0
306,234.0,2106.0
307,186.0,1674.0
308,232.0,928.0
309,185.0,1295.0
310,229.0,229.0
311,183.0,1098.0
312,225.0,2025.0
313,183.0,732.0
314,219.0,1095.0
315,182.0,910.0
316,212.0,636.0
317,182.0,910.0
318,205.0,820.0
319,188.0,376.0
320,202.0,1818.0
321,196.0,784.0
322,201.0,804.0
323,203.0,203.0
324,200.0,1000.0
325,210.0,1050.0
326,198.0,990.0
327,215.0,1720.0
328,195.0,1365.0
329,219.0,1971.0
330,193.0,1351.0
331,223.0,223.0
332,191.0,382.0
333,226.0,1582.0
334,190.0,380.0
335,229.0,229.0
336,188.0,1692.0
337,231.0,1386.0
338,187.0,374.0
339,233.0,466.0
340,186.0,1674.0
341,235.0,940.0
342,185.0,370.0
343,234.0,1170.0
344,184.0,920.0
345,231.0,693.0
346,183.0,1464.0
347,226.0,0.0
348,182.0,1456.0
349,221.0,1105.0
350,181.0,181.0
351,215.0,215.0
352,180.0,0.0
353,208.0,1872.0
354,183.0,732.0
355,202.0,1616.0
356,190.0,1520.0
357,201.0,1809.0
358,198.0,594.0
359,199.0,796.0
360,206.0,206.0
361,198.0,1782.0
362,212.0,1908.0
363,196.0,196.0
364,217.0,217.0
365,194.0,388.0
366,221.0,884.0
367,192.0,768.0
368,224.0,672.0
369,190.0,190.0
370,228.0,1140.0
371,189.0,189.0
372,229.0,0.0
373,187.0,0.0
374,231.0,1386.0
375,186.0,930.0
376,233.0,1165.0
377,186.0,558.0
378,234.0,1638.0
379,185.0,1665.0
380,231.0,1155.0
381,183.0,366.0
382,227.0,1362.0
383,182.0,1274.0
384,222.0,1332.0
385,181.0,543.0
386,217.0,1302.0
387,181.0,362.0
388,211.0,211.0
389,180.0,540.0
390,204.0,204.0
391,186.0,0.0
392,200.0,600.0
393,194.0,1552.0
394,200.0,1000.0
395,202.0,606.0
396,199.0,1393.0
397,209.0,1045.0
398,197.0,788.0
399,214.0,1284.0
400,195.0,1560.0
401,218.0,1526.0
402,193.0,0.0
403,222.0,444.0
404,191.0,1719.0
405,226.0,1130.0
406,190.0,0.0
407,228.0,0.0
408,188.0,1128.0
409,230.0,690.0
410,187.0,0.0
411,232.0,1392.0
412,186.0,0.0
413,233.0,699.0
414,185.0,1480.0
415,232.0,928.0
416,184.0,552.0
417,229.0,458.0
418,184.0,736.0
419,224.0,1568.0
420,183.0,183.0
421,219.0,1971.0
422,182.0,728.0
423,214.0,1498.0
424,181.0,0.0
425,206.0,1648.0
426,183.0,732.0
427,200.0,600.0
428,190.0,1140.0
429,200.0,400.0
430,198.0,1386.0
431,199.0,1791.0
432,231.0,231.0
433,140.0,420.0
434,215.0,1505.0
435,148.0,592.0
436,204.0,0.0
437,160.0,480.0
438,194.0,1746.0
439,173.0,1384.0
440,184.0,552.0
441,189.0,378.0
442,174.0,870.0
443,204.0,816.0
444,165.0,165.0
445,220.0,440.0
446,158.0,790.0
447,235.0,235.0
448,153.0,1224.0
449,247.0,741.0
450,150.0,1050.0
451,255.0,765.0
452,147.0,882.0
453,260.0,0.0
454,145.0,725.0
455,263.0,789.0
456,144.0,0.0
457,264.0,264.0
458,143.0,1144.0
459,261.0,2349.0
460,142.0,426.0
461,257.0,257.0
462,140.0,0.0
463,252.0,504.0
464,139.0,139.0
465,244.0,0.0
466,139.0,0.0
467,232.0,1624.0
468,140.0,140.0
469,215.0,645.0
470,148.0,1184.0
471,204.0,1632.0
472,159.0,954.0
473,194.0,0.0
474,173.0,0.0
475,184.0,184.0
476,189.0,945.0
477,174.0,348.0
478,205.0,1025.0
479,165.0,1320.0
480,221.0,884.0
481,158.0,474.0
482,237.0,1422.0
483,153.0,765.0
484,248.0,992.0
485,150.0,900.0
486,255.0,2295.0
487,147.0,588.0
488,261.0,2088.0
489,145.0,580.0
490,263.0,1841.0
491,144.0,144.0
492,264.0,0.0
493,143.0,143.0
494,261.0,261.0
495,141.0,1128.0
496,257.0,1028.0
497,140.0,0.0
498,251.0,1757.0
499,139.0,834.0
500,244.0,976.0
501,139.0,278.0
502,232.0,0.0
503,140.0,1260.0
504,216.0,432.0
505,148.0,444.0
506,204.0,1632.0
507,159.0,477.0
508,193.0,1158.0
509,173.0,173.0
510,184.0,1104.0
511,189.0,567.0
512,173.0,692.0
513,206.0,0.0
514,164.0,820.0
515,222.0,1776.0
516,158.0,1422.0
517,237.0,237.0
518,153.0,612.0
519,247.0,494.0
520,149.0,298.0
521,256.0,768.0
522,146.0,292.0
523,261.0,1566.0
524,145.0,725.0
525,264.0,1848.0
526,144.0,432.0
527,264.0,1848.0
528,142.0,568.0
529,262.0,524.0
530,141.0,282.0
531,257.0,1542.0
532,140.0,1120.0
533,251.0,2008.0
534,139.0,1251.0
535,243.0,2187.0
536,138.0,414.0
537,231.0,924.0
538,140.0,1120.0
539,215.0,1505.0
540,148.0,0.0
541,204.0,612.0
542,160.0,1440.0
543,194.0,0.0
